Time,PickupX,PickupY,DropoffX,DropoffY
930,929.567,989.316,1470.852,1395.997
931,1588.321,1101.585,1556.094,996.559
931,1181.335,1154.754,1229.897,1374.172
933,1156.805,996.552,1059.014,1183.397
934,986.408,1308.502,1213.632,844.242
940,861.651,1213.396,947.949,869.328
943,1361.612,876.907,1224.873,1166.635
945,969.37,1215.733,1530.629,1155.715
945,1378.108,1391.54,1068.949,1275.171
946,1202.828,999.203,1633.864,1230.079
946,936.949,958.487,907.423,1081.803
948,1061.087,1199.468,1264.133,1002.256
948,1506.03,1007.27,907.423,1081.803
950,1236.265,1301.803,1001.13,1312.886
950,1506.03,1007.27,1448.85,825.247
951,964.09,1095.472,1198.872,845.636
952,861.042,1260.376,968.984,1201.002
954,1378.108,1391.54,1131.16,1349.119
954,903.476,1137.234,949.651,1091.532
955,1249.936,1000.357,1224.873,1166.635
956,1102.949,1341.961,1094.26,1130.993
961,1545.616,1311.989,1609.531,1249.29
962,1260.952,883.744,1597.529,1131.592
962,1152.31,1146.834,935.212,1087.592
964,1187.581,1363.435,1210.36,1162.675
966,1021.75,862.36,936.949,958.487
967,1388.684,1221.312,907.423,1081.803
968,1406.475,1044.679,1534.949,938.442
970,1390.86,1013.399,1538.621,1001.687
971,1536.371,1356.003,1390.659,1180.473
972,1388.684,1221.312,1428.647,1392.983
972,1067.502,1260.263,1063.16,1215.54
974,1063.16,1215.54,1074.739,1334.803
977,1259.129,926.135,1137.797,1142.874
978,1067.502,1260.263,1524.377,909.384
979,1142.186,994.671,1074.739,1334.803
980,1257.913,840.061,1548.698,1297.317
981,1142.186,994.671,1404.534,1012.322
985,1347.232,877.883,1406.475,1044.679
985,1278.33,1004.156,970.914,1274.657
986,1440.809,1276.609,1530.208,1385.345
987,876.09,1171.885,968.984,1201.002
988,1234.992,1316.277,922.186,1020.145
991,1213.108,1209.75,1618.292,1187.87
991,1382.915,1314.164,1430.059,1240.964
991,941.195,944.785,1544.009,1150.89
996,1145.265,1352.698,1249.936,1000.357
997,1274.36,1379.382,1560.864,1287.712
997,1264.133,1002.256,903.476,1137.234
998,1095.551,855.392,1527.126,1400.017
1003,1187.581,1363.435,949.651,1091.532
1008,1079.747,1127.033,969.37,1215.733
1010,1384.838,1283.213,1361.232,831.325
1010,1409.385,1093.215,1169.352,848.423
1011,1394.954,1392.021,1539.453,1341.331
1013,871.277,1185.722,992.967,1103.352
1013,1220.951,1181.007,1440.809,1276.609
1014,1445.558,1009.094,1051.27,859.573
1014,922.186,1020.145,1052.795,1135.184
1014,1125.071,852.604,1527.126,1400.017
1016,861.042,1260.376,1083.712,987.144
1018,929.567,989.316,1236.265,1301.803
1018,971.3,1289.388,1152.31,1146.834
1019,1187.581,1363.435,1597.529,1131.592
1019,918.495,1035.559,1316.952,835.069
1021,1220.827,1240.434,977.469,866.541
1021,1517.249,1160.54,1440.809,1276.609
1022,1391.052,1165.091,1305.16,1184.566
1024,1513.804,880.325,1478.056,823.221
1025,1409.385,1093.215,1243.153,841.455
1025,1492.659,822.208,907.423,1081.803
1025,1443.85,1247.515,968.212,1171.54
1027,896.16,1114.183,1050.722,1119.112
1029,1264.133,1002.256,1522.486,1284.867
1030,1249.936,1000.357,1059.014,1183.397
1032,1198.872,845.636,1388.684,1221.312
1032,929.37,1150.956,1083.712,987.144
1036,1184.112,847.03,1249.936,1000.357
1037,1236.265,1301.803,949.686,917.381
1038,1335.117,1011.753,1276.792,1180.803
1042,1287.433,837.565,1378.108,1391.54
1042,1613.101,1173.801,1249.936,1000.357
1044,1492.659,822.208,1258.926,854.622
1044,1045.295,1326.036,957.856,1298.651
1045,866.464,1199.559,1490.488,1170.189
1046,1102.949,1341.961,1231.171,1359.698
1046,1142.186,994.671,1442.33,1262.062
1046,1411.801,1392.502,1257.913,840.061
1047,1249.936,1000.357,1588.321,1101.585
1049,1220.827,1240.434,907.423,1081.803
1050,902.534,1276.78,1316.952,835.069
1051,1302.192,836.317,1475.794,1008.182
1051,1201.686,1367.014,1484.921,1397.002
1052,1187.581,1363.435,1402.476,1227.863
1053,1522.486,1284.867,1169.352,848.423
1054,1583.718,1086.581,1408.415,1077.036
1054,1498.989,1398.007,968.598,1186.271
1055,1407.445,1060.858,1173.476,1359.856
1056,1289.712,881.79,1409.385,1093.215
1056,1224.873,1166.635,890.529,1130.373
1060,1613.101,1173.801,890.529,1130.373
1060,1408.415,1077.036,1380.031,1360.59
1060,890.529,1130.373,1021.844,1111.232
1060,966.331,964.71,921.317,1084.697
1061,970.142,1245.195,1260.344,897.874
1061,1404.534,1012.322,1470.062,1259.966
1062,1257.913,840.061,896.16,1114.183
1062,1001.13,1312.886,1202.828,999.203
1062,1519.09,894.854,1052.795,1135.184
1063,929.567,989.316,1068.949,1275.171
1064,1408.415,1077.036,1597.364,1258.895
1065,1187.126,998.819,1448.85,825.247
1065,1443.85,1247.515,1036.283,1115.172
1065,1389.475,1208.584,874.873,1265.844
1067,1229.897,1374.172,1428.647,1392.983
1070,1570.769,1141.241,1304.002,1382.856
1071,1609.531,1249.29,914.804,1050.974
1072,1524.377,909.384,1249.936,1000.357
1072,1036.51,860.966,1166.822,1150.794
1074,1376.082,1193.974,1259.939,869.183
1074,1243.153,841.455,1127.568,992.789
1074,888.703,1271.312,1361.232,831.325
1075,1431.688,1363.889,1287.433,837.565
1075,1243.153,841.455,1408.415,1077.036
1077,1569.906,1041.57,1443.85,1247.515
1077,1613.101,1173.801,1381.954,1329.639
1077,1215.792,1370.593,1381.954,1329.639
1078,971.686,1304.119,1388.684,1221.312
1078,936.949,958.487,1544.009,1150.89
1078,1257.913,840.061,1243.153,841.455
1080,1517.249,1160.54,1390.266,1195.855
1086,1137.797,1142.874,911.113,1066.388
1087,1229.897,1374.172,1333.529,1188.329
1088,1527.126,1400.017,971.3,1289.388
1088,1331.712,833.821,1542.534,1326.66
1089,1264.133,1002.256,903.476,1137.234
1097,1375.835,830.312,969.756,1230.464
1099,1407.445,1060.858,1428.647,1392.983
1100,1431.688,1363.889,1347.232,877.883
1100,1442.33,1262.062,1074.739,1334.803
1101,876.09,1171.885,1448.161,1181.961
1102,1236.265,1301.803,1054.868,1151.255
1103,1054.476,983.381,1390.659,1180.473
1103,970.142,1245.195,933.258,973.901
1107,1385.8,1267.738,1363.511,1015.551
1107,1201.686,1367.014,929.37,1150.956
1108,1560.698,1011.562,856.838,1227.234
1112,1228.546,1271.119,1390.266,1195.855
1113,1108.772,1134.953,1583.718,1086.581
1113,1080.791,856.785,992.23,865.147
1114,1560.864,1287.712,1080.791,856.785
1115,1098.331,989.026,936.949,958.487
1115,933.258,973.901,1195.848,1158.715
1115,890.529,1130.373,1517.249,1160.54
1116,1548.698,1297.317,1618.292,1187.87
1116,1290.976,1182.684,1080.791,856.785
1118,1388.684,1221.312,1530.208,1385.345
1118,1375.835,830.312,1409.385,1093.215
1121,1169.352,848.423,1460.676,1008.638
1126,1436.248,1320.249,1390.659,1180.473
1126,1220.951,1181.007,907.423,1081.803
1126,957.856,1298.651,949.107,901.364
1126,1117.055,1345.54,1560.864,1287.712
1129,890.529,1130.373,1405.505,1028.501
1129,1131.16,1349.119,1477.108,1175.013
1131,1411.801,1392.502,1054.476,983.381
1131,847.212,1254.908,969.37,1215.733
1132,1257.913,954.396,1483.168,1266.191
1133,1483.168,1266.191,1392.231,1118.946
1134,1234.234,999.973,1289.181,1381.119
1135,1402.476,1227.863,1402.476,1227.863
1136,1524.377,909.384,1050.722,1119.112
1136,1597.529,1131.592,1377.185,1014.475
1137,981.021,967.822,1213.632,844.242
1138,1434.728,1334.796,1052.795,1135.184
1140,1405.041,828.286,1361.232,831.325
1143,1145.265,1352.698,1560.698,1011.562
1144,1409.385,1093.215,876.09,1171.885
1144,1583.718,1086.581,1249.936,1000.357
1145,1390.266,1195.855,1391.445,1149.71
1145,970.914,1274.657,1198.872,845.636
1147,1378.108,1391.54,970.142,1245.195
1148,957.856,1298.651,916.423,1144.095
1149,1346.472,832.573,1618.292,1187.87
1151,1513.804,880.325,1404.534,1012.322
1153,969.37,1215.733,1068.949,1275.171
1153,1538.621,1001.687,907.423,1081.803
1154,1402.476,1227.863,1065.234,1123.073
1154,1378.108,1391.54,1433.208,1349.342
1154,1545.616,1311.989,1521.148,1006.815
1154,1110.311,853.998,1380.992,1345.114
1156,1137.797,1142.874,1117.055,1345.54
1157,935.212,1087.592,1304.092,880.814
1157,1445.558,1009.094,1477.108,1175.013
1158,1496.274,1272.416,1229.897,1374.172
1159,1388.684,1221.312,1171.423,998.434
1161,971.3,1289.388,1074.739,1334.803
1161,1007.406,1107.292,1095.551,855.392
1166,1409.385,1093.215,1388.684,1221.312
1169,1492.659,822.208,1404.534,1012.322
1169,1318.472,879.837,1333.645,1386.33
1170,1217.029,1195.378,1236.265,1301.803
1171,1573.031,1278.106,1095.551,855.392
1172,1375.835,830.312,1545.521,967.5
1173,1508.518,865.796,1260.952,883.744
1174,1408.415,1077.036,971.686,1304.119
1176,1381.954,1329.639,925.877,1004.73
1178,1390.86,1013.399,1071.844,1304.987
1178,1585.198,1268.501,1036.51,860.966
1180,1275.332,882.767,861.651,1213.396
1182,1460.676,1008.638,1548.698,1297.317
1182,1513.804,880.325,1117.055,1345.54
1183,1391.838,1134.328,1434.247,826.26
1183,1633.864,1230.079,1260.344,897.874
1185,1408.415,1077.036,1527.126,1400.017
1185,1428.647,1392.983,1456.956,1253.741
1188,1404.534,1012.322,885.716,1144.21
1188,880.903,1158.047,1348.466,1388.066
1189,944.025,1293.183,916.423,1144.095
1190,1597.529,1131.592,1542.534,1326.66
1191,1260.952,883.744,1187.581,1363.435
1192,1098.331,989.026,916.423,1144.095
1194,1257.913,840.061,1088.844,1338.382
1194,1152.31,1146.834,1332.852,878.86
1195,1257.913,954.396,903.476,1137.234
1196,1173.476,1359.856,1123.285,1138.914
1196,847.212,1254.908,1213.632,844.242
1200,1361.897,1192.092,1542.534,1326.66
1201,1442.33,1262.062,1275.332,882.767
1201,1015.851,1317.269,1171.423,998.434
1204,907.423,1081.803,992.23,865.147
1211,1021.75,862.36,955.265,1164.678
1216,1181.335,1154.754,1060.017,1330.42
1220,1404.534,1012.322,1156.805,996.552
1221,1483.168,1266.191,1597.529,1131.592
1221,1363.287,1389.803,1361.232,831.325
1222,1363.287,1389.803,1069.094,985.263
1225,1579.114,1071.577,949.686,917.381
1228,1187.581,1363.435,1405.505,1028.501
1229,1260.952,883.744,1243.153,841.455
1230,1443.85,1247.515,1618.292,1187.87
1232,1530.629,1155.715,1411.801,1392.502
1234,1220.951,1181.007,1036.283,1115.172
1235,1187.126,998.819,1074.739,1334.803
1236,1169.352,848.423,1249.936,1000.357
1237,1380.992,1345.114,1050.722,1119.112
1238,1498.989,1398.007,944.025,1293.183
1239,1347.232,877.883,1388.684,1221.312
1240,1633.864,1230.079,1252.595,985.037
1241,1244.718,1375.908,1618.292,1187.87
1241,1573.031,1278.106,1407.445,1060.858
1241,1633.864,1230.079,1385.8,1267.738
1243,1388.684,1221.312,1363.511,1015.551
1243,1021.844,1111.232,1257.913,954.396
1244,1407.445,1060.858,1522.486,1284.867
1245,1509.38,1278.641,1379.069,1376.065
1246,957.856,1298.651,970.914,1274.657
1246,1389.475,1208.584,1228.546,1271.119
1248,1263.812,1177.261,1347.232,877.883
1249,1390.266,1195.855,1545.521,967.5
1249,1628.674,1216.009,1154.592,849.817
1253,1098.331,989.026,1443.85,1247.515
1256,1588.321,1101.585,1331.712,833.821
1256,1490.912,1007.726,861.651,1213.396
1257,1378.108,1391.54,1318.472,879.837
1257,1621.698,1239.684,1583.718,1086.581
1257,1550.808,982.03,1318.472,879.837
1259,1390.266,1195.855,1394.954,1392.021
1261,1006.99,863.754,1416.267,1234.414
1265,969.37,1215.733,1264.133,1002.256
1265,1409.385,1093.215,1545.521,967.5
1268,1439.289,1291.155,1633.864,1230.079
1268,992.967,1103.352,1585.198,1268.501
1269,1545.521,967.5,907.423,1081.803
1275,1095.551,855.392,1074.739,1334.803
1275,971.686,1304.119,1477.108,1175.013
1276,847.212,1254.908,1061.087,1199.468
1276,949.651,1091.532,1065.234,1123.073
1277,1071.844,1304.987,1074.739,1334.803
1279,1391.052,1165.091,1409.385,1093.215
1286,1588.321,1101.585,1318.472,879.837
1291,1228.393,842.849,1448.161,1181.961
1291,1257.913,840.061,1264.133,1002.256
1293,1548.698,1297.317,1524.377,909.384
1294,918.495,1035.559,1036.283,1115.172
1297,1304.092,880.814,1556.094,996.559
1305,1258.521,940.265,1335.117,1011.753
1305,1228.393,842.849,1289.712,881.79
1306,1548.698,1297.317,1440.809,1276.609
1308,1418.209,1011.246,1621.698,1239.684
1310,1228.393,842.849,1477.108,1175.013
1311,890.529,1130.373,916.364,1282.247
1313,1430.059,1240.964,1508.518,865.796
1315,1484.921,1397.002,1187.126,998.819
1320,1540.235,952.971,1074.739,1334.803
1320,1550.808,982.03,1332.852,878.86
1325,1529.663,923.913,966.331,964.71
1328,1490.488,1170.189,1304.002,1382.856
1329,1430.167,1378.436,944.025,1293.183
1330,1569.906,1041.57,1633.864,1230.079
1330,1411.801,1392.502,874.873,1265.844
1333,902.534,1276.78,1542.534,1326.66
1333,1074.739,1334.803,1173.476,1359.856
1335,1565.302,1026.566,1231.171,1359.698
1344,1383.877,1298.688,969.756,1230.464
1344,1257.913,954.396,1443.85,1247.515
1344,1306.724,1007.954,1318.824,1384.593
1347,1498.989,1398.007,1234.992,1316.277
1347,1258.926,854.622,971.686,1304.119
1348,1259.539,1377.645,1171.423,998.434
1348,1392.231,1118.946,1220.827,1240.434
1350,1213.108,1209.75,970.528,1259.926
1354,1361.232,831.325,970.528,1259.926
1359,1274.36,1379.382,921.317,1084.697
1359,1445.558,1009.094,929.37,1150.956
1360,1539.453,1341.331,1585.198,1268.501
1367,1404.74,1192.382,1051.27,859.573
1370,1264.133,1002.256,1088.844,1338.382
1372,1231.171,1359.698,1074.739,1334.803
1385,1556.094,996.559,1573.031,1278.106
1387,1411.801,1392.502,1530.208,1385.345
1389,1216.967,1225.092,1418.209,1011.246
1394,1402.476,1227.863,1443.85,1247.515
1394,1213.632,844.242,1224.873,1166.635
1395,1171.423,998.434,1224.686,1255.777
1396,1418.209,1011.246,1202.828,999.203
1398,935.212,1087.592,1408.415,1077.036
1401,903.476,1137.234,935.212,1087.592
1401,1404.534,1012.322,1584.149,1136.417
1401,1384.838,1283.213,1550.808,982.03
1406,874.873,1265.844,1074.739,1334.803
1413,1607.911,1159.731,1404.74,1192.382
1417,1213.108,1209.75,1249.936,1000.357
1419,1460.676,1008.638,970.142,1245.195
1421,1184.112,847.03,1404.74,1192.382
1423,1069.094,985.263,1054.476,983.381
1425,1184.112,847.03,1237.853,1170.177
1427,1623.483,1201.94,1347.713,1190.211
1428,1007.406,1107.292,1243.153,841.455
1437,1392.231,1118.946,1348.466,1388.066
